,0,1
hollow hill,[],[]
file:Book of the Stranger 12.jpg,[],[]
Good Masters,[],[]
House Yarwyck,[],[]
White Walker (The Dragon and the Wolf),[],[]
Maxine Whittaker,[],[]
Game of Thrones musical themes and motifs#Cersei's theme,[],[]
Elizabeth Barrett,[],[]
Gendry Baratheon,"['House Baratheon', 'Legitimization']","['Tobho Mott', 'House Targaryen']"
Michael Condron,[],[]
Summer Islands,[],[]
Skagos,[],[]
File:Game-of-thrones-season-6-image-maisie-williams.jpg,[],[]
ja:シーズン4第7話「月の扉」,[],[]
Julian Glover,[],[]
Kiran Shah,[],[]
File:Bronn_saves_jaime_Eastwatch.jpg,[],[]
Durran Godsgrief,['House Durrandon'],[]
Géza Kovács,[],[]
Joseph Quinn,[],[]
Marcus Shakesheff,[],[]
Falyse Stokeworth,['House Stokeworth'],[]
it:Lord Snow,[],[]
Blackwater Bay,[],[]
pt-br:O que está morto não pode morrer,[],[]
de:Der Regen von Castamaer (Lied),[],[]
Green khal,[],[]
fr:La Belle et l'Ours,[],[]
Vale of Arryn,[],[]
Tamsin Greene Barker,[],[]
Willa (Hardhome),[],['Ice-river clans']
pt-br:Duas Espadas,[],[]
wight hunt,[],[]
de:Das Geschenk (Episode),[],[]
Wyman Manderly#In the books,[],[]
boat commander,[],['Salladhor Saan']
nameday,[],[]
Nymeria Sand#In the books,[],[]
File:The_Winds_of_Winter_22.jpg,[],[]
File:804 Cersei's Reign.png,[],[]
Widow's Wail,[],[]
Aifric O'Donnell,[],[]
Annabel Brook,[],[]
Image:Dany and the egg.jpg,[],[]
File:Arya_chamber_of_faces_s5.jpg,[],[]
Category:Episodes released in 2017,[],[]
File:Dany_in_the_pits.jpg,[],[]
Kerim Topčić,[],[]
pt-br:Os Filhos,[],[]
Lord of Storm's End,[],[]
Game of Thrones musical themes and motifs#Game of Thrones main theme,[],[]
Lordship#Royal Primogeniture,[],[]
File:Caught.jpg,[],[]
Lord of Karhold,[],[]
Elia Sand,[],['House Martell']
Loyal Night's Watch man 2,[],"[""Night's Watch""]"
Meereen,[],[]
Vance Corbray,['House Corbray'],[]
Amie Stephenson,[],[]
Emilia Clarke,[],[]
w:,[],[]
File:The Three Pyromancers.jpg,[],[]
File:Melisandre talking to shireen.png,[],[]
Jason Hecht,[],[]
Reginald Lannister,['House Lannister of Lannisport'],[]
White Walker (The Door),[],[]
Many-Faced God,[],[]
de:Die Spottdrossel (Episode),[],[]
Tristan McConnell,[],[]
shadow war,[],[]
File:Cersei_and_Tommen_2x09.jpg,[],[]
Kill the Boy,[],[]
Echiel,[],"[""Night's Watch""]"
Game of Thrones: Season 6,[],[]
Game of Thrones: Season 7 (Music from the HBO Series),[],[]
Dylan Edwards,[],[]
The Last of the Starks,[],[]
Drennan,[],['House Greyjoy']
Mandon Moore,['House Moore'],['Kingsguard']
Harrag,[],['House Greyjoy']
Marek Toth,[],[]
File:Drogon_kills_Kraznys_S3E4.jpg,[],[]
ru:Пересмешник,[],[]
Game of Thrones filming locations,[],[]
Liam Cunningham,[],[]
Osric Stark,['House Stark'],"[""Night's Watch""]"
Kerr Logan,[],[]
de:Der Königsweg (Episode),[],[]
Tom Hopper,[],[]
File:Theon 1x06.jpg,[],[]
ro:Femeia roșie,[],[]
Brandon Stark (Builder),['House Stark'],[]
Kristian Nairn,[],[]
de:Gewinn oder stirb (Episode),[],[]
Mole's Town whore,[],[]
Catelyn Stark#In the books,[],[]
Niall Cusack,[],[]
Ian Lloyd Anderson,[],[]
File:Tywin_and_Loras.jpg,[],[]
File:Oathbreaker 21.jpg,[],[]
Tolga Kenan,[],[]
Wilf Scolding,[],[]
Dance of the Dragons,[],[]
de:Baelor (Episode),[],[]
Tonci Banov,[],[]
Gerion Lannister,['House Lannister'],[]
Night King,[],[]
Richard F Law,[],[]
Tara Fitzgerald,[],[]
Ian Kay,[],[]
milk of the poppy,[],[]
File:Jon_snow_dance_of_dragons.jpg,[],[]
File:Daenerys-Jon-Varys-Missandei-Tyrion-Spoils-of-War.jpg,[],[]
Morgan (The Broken Man),[],['Brotherhood Without Banners']
pt-br:Batalha dos Bastardos,[],[]
File:GOT_S6_42.jpg,[],[]
File:Painted Table Dragon motif 2x01.jpg,[],[]
Red Priestess (No One),[],"['Red Temple', 'Volantis']"
Red Keep,[],[]
File:5x02-03.jpg,[],[]
Lordsport,[],[]
ro:Leul și trandafirul,[],[]
Sebastian Croft,[],[]
it:La Strada del Re,[],[]
First Blackfyre Rebellion,[],[]
Dosh Khaleen,[],[]
File:Dany and Tyrion Eastwatch.jpg,[],[]
ru:Человек без чести,[],[]
Lord of the Seven Kingdoms,[],[]
Goldroad,[],[]
Milk of the poppy,[],[]
"ro:Aripi negre, vorbe negre",[],[]
Karl Tanner,[],"[""Night's Watch"", 'Mutineers']"
File:Arya and Gendry 2x02.jpg,[],[]
Great Other,[],[]
File:Burned bodies.jpg,[],[]
Nick Boulton,[],[]
Jonothor Darry,['House Darry'],['Kingsguard']
Kitty Frey,['House Frey'],[]
Khalasar,[],[]
Jacaerys Velaryon,"['House Velaryon', 'House Targaryen/House of the Dragon']",['Black Council']
Michael Power,[],[]
de:Die Wächter auf der Mauer (Episode),[],[]
Razdal mo Eraz#In the books,[],[]
George Appleby,[],[]
Yi Ti,[],[]
House Gargalen,[],[]
Harrion Karstark,['House Karstark'],['House Stark']
Malakho,[],"['Drogo', 'House Targaryen']"
Drogo,[],[]
Peter Silverleaf,[],[]
Robbie Keane,[],[]
Casey Michaels,[],[]
Eduardo Gago Muñoz,[],[]
Unsullied,[],"['House Targaryen', 'Good Masters']"
File:506 Nymeria Sand continuity error.png,[],[]
Anthony John Crocker,[],[]
Drowned Man,[],['House Greyjoy']
File:Brienne Jaime Stark Men 2x10.png,[],[]
Disputed Lands,[],[]
Jorah Mormont,['House Mormont'],"['House Stark', 'Golden Company', 'Varys', 'House Targaryen', ""Kingsguard#Daenerys Targaryen's Queensguard""]"
Lord Paramount,[],[]
Wikipedia:Hamlet,[],[]
Joanna Lannister,['House Lannister'],[]
Asen Asenov,[],[]
File:704 Battle of Tumbleton 14.png,[],[]
Ross McKinney,[],[]
"King of the Andals, the Rhoynar, and the First Men",[],[]
pt-br:Pedra do Dragão,[],[]
File:Myrcella leaves.jpg,[],[]
Peter Ballance,[],[]
Steven Cole,[],[]
Jem Wall,[],[]
Andrei Claude,[],[]
Adele Smyth-Kennedy,[],[]
House Manderly,[],[]
Ciarán Hinds,[],[]
Clarenzo,[],['Izembaro']
ro:Născută din Furtună,[],[]
Category:Streets,[],[]
File:Knight of the Flowers.png,[],[]
fr:Les Contrées nocturnes,[],[]
Archonei,[],['House Targaryen']
Thirteen,[],[]
File:TheonApproachesBran.png,[],[]
File:Night's-king-creation-605.jpg,[],[]
Game of Thrones: Season 8 (Music from the HBO Series),[],[]
Oldstones,[],[]
Lancel Lannister,['House Lannister'],"['Sparrows', 'Faith Militant']"
Game of Thrones: Season 5 (Music from the HBO Series),[],[]
File:The Door 31.jpg,[],[]
wineseller,[],['Varys']
"es:Tullidos, bastardos y cosas rotas",[],[]
Old woman prisoner,[],[]
Laurence Doherty,[],[]
File:Funeral S8 ep4 01.jpg,[],[]
Battle of the Trident,[],[]
currency,[],[]
pt-br:Livro do Estranho,[],[]
Valyrians,[],[]
File:Too Many Kingsguard.jpg,[],[]
Jane Espenson,[],[]
Hot Pie,[],[]
Thomas Brodie-Sangster,[],[]
Game of Thrones musical themes and motifs#Lord of Light theme,[],[]
Image:Tywin and Jaime.jpg,[],[]
File:Daario visits daenerys.png,[],[]
Oznak zo Pahl,['House of Pahl'],['Great Masters']
de:Und jetzt ist seine Wache zu Ende (Episode),[],[]
Currency#Banking,[],[]
Ian van Temperley,[],[]
File:705 Davos Jon.jpg,[],[]
Boat commander,[],['Salladhor Saan']
George Kirby,[],[]
Darren Killeen,[],[]
Category:Episodes directed by D.B. Weiss,[],[]
House of Black and White,[],[]
Milly Burke Cunningham,[],[]
File:Sothoryos Title Sequence.jpg,[],[]
File:Gendry Eastwatch.jpg,[],[]
Game of Thrones musical themes and motifs#Daenerys.27s%20theme,[],[]
The_Dragon_and_the_Wolf,[],[]
File:The Thirteen 2x07.jpg,[],[]
Elections#Night's Watch,[],[]
House Stokeworth,[],[]
Jaehaerys I Targaryen,['House Targaryen/House of the Dragon'],[]
Eddie Eyre,[],[]
ru:Именуемый первым,[],[]
Grace Bruce,[],[]
Old Ghiscari,[],[]
Christopher Cox,[],[]
zh:TV:第六季第八集,[],[]
Marcus Lamb,[],[]
Mully,[],"[""Night's Watch""]"
Alchemists' Guild,[],"['King of the Andals, the Rhoynar, and the First Men']"
Ben Hawkey,[],[]
You Win or You Die,[],[]
Lord of Winterfell,[],[]
Long Night,[],[]
Flaying,[],[]
Amira Ghazella,[],[]
Torrhen's Square,[],[]
Cave of the Three-Eyed Raven,[],[]
Rhys Howells,[],[]
Dragonglass,[],[]
pt-br:Ganha-se ou Morre,[],[]
de:Der Aufstieg (Episode),[],[]
House Baelish,[],[]
Teela,[],['House Stark']
File:Tommen-and-Cersei.jpg,[],[]
Shadow Lands,[],[]
File:Thorne hangs.png,[],[]
Stallion heart,[],[]
Trayan Milenov-Troy,[],[]
Stranger,[],[]
Thenn (valley),[],[]
greyscale,[],[]
Dave Fox,[],[]
Asshai,[],[]
First of His Name,[],[]
ro:Câștigi sau pieri,[],[]
Slaver's Bay,[],[]
Myrcella Baratheon,"[""House Baratheon of King's Landing""]",['House Martell']
File:S04E1 - Jon Snow.png,[],[]
Robin Arryn,['House Arryn'],['House Royce']
Jason McLaughlin,[],[]
High Septon (Joffrey),[],['Faith of the Seven']
Game of Thrones musical themes and motifs#House Martell theme / The Sand Snakes' theme,[],[]
Tony Way,[],[]
essence of nightshade,[],[]
pl:Dom,[],[]
Old Tongue,[],[]
ro:Un bărbat fără onoare,[],[]
File:HorseCorpses 3x03.jpg,[],[]
Steve,[],['Brotherhood Without Banners']
File:Olyvar_kissed_by_fire.jpg,[],[]
Maegor Targaryen,['House Targaryen'],[]
Miltos Yerolemou,[],[]
Spencer Wilding,[],[]
Master torturer,[],['House Bolton']
Poison#Known_poisons,[],[]
File:Loras as Renly.jpg,[],[]
Harold James McMullan,[],[]
Lee-Anne Telford,[],[]
Nathalie Emmanuel,[],[]
Nightfort,[],[]
Staz Nair,[],[]
Category:House Bolton,[],[]
Stone Men,[],[]
Image:Jon and Sam oaths.jpg,[],[]
zh:TV:第三季第六集,[],[]
Morag,[],[]
wikipedia:Castle Ward,[],[]
Mutiny at Craster's Keep,[],[]
Skirmish at Littlefinger's brothel,[],[]
Cedric Proust,[],[]
de:Hoher Spatz,[],[]
Dark Sister,[],[]
fr:Les Butins de Guerre,[],[]
Man-at-arms,[],[]
fr:La Porte,[],[]
fr:La Route royale,[],[]
Qohor,[],[]
pt-br:O Inverno está Chegando,[],[]
Maisie Dee,[],[]
Category:House Reyne,[],[]
fr:Lord Snow,[],[]
Raid on Lannisport,[],[]
Richard Rycroft,[],[]
pt-br:A Mulher Vermelha,[],[]
de:Der Löwe und die Rose (Episode),[],[]
es:Y ahora su guardia ha terminado,[],[]
Winter town man,[],['House Stark']
Thread:39758,[],[]
Gerald,[],['House Baratheon']
Dwarf 2,[],[]
Ryan McKen,[],[]
Oona Chaplin,[],[]
Lyanna Stark,"['House Stark', 'House Targaryen']",[]
Medger Cerwyn,['House Cerwyn'],['House Stark']
Nymeria Sand,[],['House Martell']
Bear Island,[],[]
Craster,[],"[""Night's Watch""]"
House Uller,[],[]
Balon Swann#In the books,[],[]
Roger Allam,[],[]
zh:TV:第一季第四集,[],[]
Kevin Horsham,[],[]
Victarion Greyjoy,['House Greyjoy'],[]
File:Brienne_no_one_season_6_blackfish.jpg,[],[]
File:The Bells.jpeg,[],[]
File:Winter is Coming Sansa food Arya.png,[],[]
wikipedia:The Usual Suspects,[],[]
de:Zwei Schwerter (Episode),[],[]
James Lecky,[],[]
File:406 Queen of the Andals and the First Men.jpg,[],[]
File:Ramsey about to be eaten.jpg,[],[]
Masha Heddle,[],['Heddle family']
File:Tyrion speech.jpg,[],[]
Father,[],[]
Sack of Highgarden,[],[]
Toni Bobeta,[],[]
Tickler,[],['House Clegane']
fr:Premier du nom,[],[]
"File:Tommen_Baratheon(Lannister)_jumps_out_of_his_window,_Season_6_Episode_10..jpg",[],[]
Little birds,[],['Master of Whisperers']
es:Vientos de invierno,[],[]
it:Baciata dal fuoco,[],[]
File:Littlefinger-the-vale-640x502.png,[],[]
Junade Khan,[],[]
Guy Oliver-Watts,[],[]
Jim Tighe,[],[]
incest,[],[]
lt:The Winds of Winter,[],[]
File:Ellaria-Tyene-the-end.jpg,[],[]
File:Daenerys 202.jpg,[],[]
Enzo Cilenti,[],[]
de:Der Wolf und der Löwe (Episode),[],[]
Old Wyk,[],[]
File:Bernadette Season 2 versus Season 7.jpg,[],[]
Stoney Sept,[],[]
siege of Pyke,[],[]
fr:Le Cadeau,[],[]
Amrita Acharia,[],[]
Mordane,[],"['Faith of the Seven', 'House Stark']"
Margaret John,[],[]
File:The Winds of Winter 03.jpg,[],[]
The Lord Commanders,[],[]
Aya,[],[]
Shella Whent,['House Whent'],['House Tully']
Robert Render,[],[]
Game of Thrones musical themes and motifs#Baratheon theme,[],[]
Alexis Raben,[],[]
Rob de Groot,[],[]
ja:シーズン3第2話「三つ目の鴉」,[],[]
Tom Fava,[],[]
Mikken,[],['House Stark']
File:The Door 25.jpg,[],[]
Conor Delaney,[],[]
Ella Hughes,[],[]
Breaker of Chains,[],[]
Category:Songs,[],[]
Sarita Piotrowski,[],[]
Owen Merryweather,['House Merryweather'],"['House Tyrell', 'House Targaryen']"
File:Daenerys_returns_No_One.jpg,[],[]
ru:Последние из Старков,[],[]
Paul Howell,[],[]
Arthur,[],"['Varys', 'Qyburn']"
Duncan Lacroix,[],[]
Doran Martell,['House Martell'],"['House Targaryen', ""House Baratheon of King's Landing""]"
Zoe Fry,[],[]
Naath,[],[]
Philip Arditti,[],[]
de:Der Gebrochene (Episode),[],[]
Grey Worm,[],"['Unsullied', 'House Targaryen']"
pl:Książę Winterfell,[],[]
Assassinations at Winterfell,[],[]
Eros Vlahos,[],[]
Iggo,[],['Green khal']
Brea,[],[]
Christopher Pocock,[],[]
Laura Pradelska,[],[]
Melisandre,[],"[""R'hllor"", 'Stannis Baratheon', 'Jon Snow', 'Daenerys Targaryen']"
Dragonstone (episode),[],[]
Miguel Villalba,[],[]
File:Bran and Rickon Alive.jpg,[],[]
The Dragon and the Wolf,[],[]
Joss (A Golden Crown),[],['House Tully']
pt-br:A Casa do Preto e Branco,[],[]
Syrio Forel,[],"['Sealord of Braavos', 'House Stark']"
de:Drachenstein,[],[]
great ranging,[],[]
Mutineers,[],[]
Stevron Frey,['House Frey'],[]
Mallister supporter,[],"[""Night's Watch""]"
File:The Gift 09.jpg,[],[]
ru:Восточный дозор,[],[]
last dragon,[],['House Targaryen']
Wikipedia:Back to the Future,[],[]
Selwyn Tarth,['House Tarth'],['House Baratheon']
File:Dany-awake.png,[],[]
Category:Individuals appearing in Game of Thrones,[],[]
ja:シーズン3第4話「穢れなき軍団」,[],[]
Noel Cecil,[],[]
Ice,[],[]
zh:TV:第二季第二集,[],[]
pl:Złota korona,[],[]
Samantha McEwan,[],[]
File:Bran and Old Nan 1x02.jpg,[],[]
Category:Faith Militant,[],[]
Raycho Vasilev,[],[]
Oswell Whent,['House Whent'],['Kingsguard']
Murray McArthur,[],[]
Faceless Men,[],[]
Qorro,[],[]
Rhodri Miles,[],[]
Qhorin,[],"[""Night's Watch""]"
Ken Fletcher,[],[]
Mycah,[],[]
Saltpans,[],[]
ja:シーズン4第2話「獅子と薔薇」,[],[]
Attack on Deepwood Motte,[],[]
Riots in King's Landing,[],[]
Mercenary#Sellsails,[],[]
File:Samwell the Eighth costume.png,[],[]
es:Lo que está muerto no puede morir,[],[]
Roger Reyne,['House Reyne'],['House Lannister']
Targaryen madness,[],[]
Jon Snow,['House Targaryen'],"['House Stark', ""Night's Watch""]"
Category:Episodes of Game of Thrones: Season 6,[],[]
zh:S06E02,[],[]
File:The Reach.png,[],[]
Joe Watts,[],[]
Thomas Martin,[],[]
Home,[],[]
pt-br:Baelor,[],[]
File:Book_of_the_Stranger_11.jpg,[],[]
File:Where is my sister.jpg,[],[]
Lyndon S. Hellewell,[],[]
Charlie Barrett,[],[]
House Qorgyle,[],[]
elephant,[],[]
Teodor Tzolov,[],[]
fr:Baelor,[],[]
Matt Sherren,[],[]
Alliser Thorne,['House Thorne'],"['House Targaryen', ""Night's Watch""]"
Harrenhal (short),[],[]
Youssef Marchouki,[],[]
Dan Hartley,[],[]
Scolera,[],['Faith of the Seven']
Leigh Maddern,[],[]
Dothraki,[],[]
Master of Whisperers,[],[]
Game of Thrones musical themes and motifs#House Greyjoy theme,[],[]
ru:Принц Винтерфелла,[],[]
it:La fuga,[],[]
Gareth Wright,[],[]
Image:Loras and Renly.jpg,[],[]
de:Vom Feuer geküsst (Episode),[],[]
pl:Sprawiedliwość królowej,[],[]
Leaf,[],[]
File:503 Dwarf 1 Oppo head.jpg,[],[]
Robett Glover,['House Glover'],"['House Bolton', 'House Stark']"
ru:Земли за Стеной,[],[]
Paint Hall,[],[]
pl:Ostatni ze Starków,[],[]
Ranger,[],[]
Ice-river clans,[],[]
Neill Fleming,[],[]
Mummers,[],[]
Rancer,[],"[""Night's Watch""]"
Eduard Hendija,[],[]
Jon Connington,['House Connington'],"['House Baratheon', 'House Targaryen']"
File:Wilding's Camp 2x10.png,[],[]
Category:Westeros,[],[]
File:6de15b65107d9de914ca800c1ec637ba.png,[],[]
Night Lands,[],[]
File:Tyrion_questions_Varys.png,[],[]
Andy Beckwith,[],[]
Assault on the Dreadfort,[],[]
marriage,[],[]
Frey soldier 2,[],['House Frey']
Qhono,[],"['Moro', 'House Targaryen', 'White Walkers']"
Septon (Valar Morghulis),[],['Faith of the Seven']
de:Schwarzwasser (Episode),[],[]
File:Political map of the North.png,[],[]
fr:Fort-Levant (épisode),[],[]
Yohn Royce,['House Royce'],"['House Arryn', 'House Stark']"
File:Varys_Tyrell_S3E4.jpg,[],[]
Kullback,[],['Mance Rayder']
Malko,[],[]
Natalia Lee,[],[]
assault on Old Wyk,[],[]
Bobono,[],['Izembaro']
File:Daenerys-capture-dothraki.png,[],[]
Craster's Keep,[],[]
Aiden Condron,[],[]
Rat Cook,[],"[""Night's Watch""]"
Wylla,[],['House Dayne']
Willem Darry,['House Darry'],['House Targaryen']
it:I Figli della Foresta,[],[]
Histories & Lore,[],[]
Brotherhood Without Banners (short),[],[]
Paul Lowe,[],[]
Michael McElhatton,[],[]
Obara Sand#In the books,[],[]
Red Temple,[],[]
No One,[],[]
File:Sansa-and-bran-stark-reunite.jpg,[],[]
"Image:Sandor, Gregor & Loras 1x05.jpg",[],[]
Gyles Rosby,['House Rosby'],"[""House Baratheon of King's Landing""]"
Wikipedia:Psychopathy,[],[]
Marillion#In the books,[],[]
ro:Iarna se apropie,[],[]
Kurleket,[],['House Bracken']
ru:Медведь и прекрасная дева (песня),[],[]
Charles Dance,[],[]
Archmaester,[],[]
File:Daenerys-Missandei-Spoils-of-War-2.jpg,[],[]
Fight at the Fist,[],[]
Chroyane,[],[]
Richard Bradshaw,[],[]
little birds,[],['Master of Whisperers']
Brendan O'Rourke,[],[]
Vermax,[],['Jacaerys Velaryon']
legitimization,[],[]
File:Game-of-Thrones-Season-4-Episode-7-Melisandre.jpg,[],[]
Aidan Gillen,[],[]
C.C. Smiff,[],[]
File:Game-of-thrones-season-6-conleith-hill.jpeg,[],[]
Category:Episodes directed by Brian Kirk,[],[]
Costumes,[],[]
Balerion (ship)#In the books,[],[]
Claire Connor,[],[]
de:Der Berg und die Viper (Episode),[],[]
Bedding,[],[]
Iain Glen,[],[]
File:Arya and Sandor - Two Swords.jpg,[],[]
winter town,[],[]
Ania Bukstein,[],[]
Stallion Who Mounts the World,[],[]
Joramun,[],[]
Wikipedia:Gladiator (2000 film),[],[]
File:Winterfell_ravens.jpg,[],[]
Clive Russell,[],[]
Denys Mallister,['House Mallister'],"[""Night's Watch""]"
Jason Oettlé,[],[]
Barristan Selmy,['House Selmy'],"['Kingsguard', 'House Targaryen']"
A Golden Crown,[],[]
ru:Суровый Дом (место),[],[]
Known world,[],[]
Armeca,[],['Petyr Baelish']
Frey (knight),['House Frey'],[]
regicide,[],[]
File:Unsullied-Casterly-Rock.jpg,[],[]
kingsguard,[],"['King of the Andals, the Rhoynar, and the First Men']"
Grenn#In the books,[],[]
Pyke,[],[]
Massacre of the Khalar Vezhven,[],[]
William Simpson,[],[]
Hizdahr zo Loraq,['House of Loraq'],"['Great Masters', 'House Targaryen']"
File:The Broken Man 21.jpg,[],[]
The Climb,[],[]
Harrison Thane,[],[]
ja:シーズン5第5話「“壁”の決断」,[],[]
it:Battaglia dei Bastardi,[],[]
fight by Deepwood Motte,[],[]
ja:雀聖下(ハイスパロー),[],[]
Arwaya Frey,['House Frey'],[]
Tom,[],['House Stark']
Pycelle,[],"['Order of Maesters', 'House Targaryen', 'House Lannister', ""House Baratheon of King's Landing""]"
Gods Eye,[],[]
Most Devout,[],['Faith of the Seven']
Steen Young,[],[]
Martha,[],"['House Stark', 'House Targaryen', 'Varys']"
Petyr Baelish,['House Baelish'],"['House Tully', 'House Arryn', ""House Baratheon of King's Landing"", 'House Stark']"
Lord of Casterly Rock,[],[]
File:Tywin and Loras.jpg,[],[]
sack of King's Landing,[],[]
Radoslav Parvanov,[],[]
Luis Miguel Arranz,[],[]
"Chris ""Woody"" Wood",[],[]
Cotter Pyke,[],"[""Night's Watch""]"
File:Barriston Manticore S3 Ep1.jpg,[],[]
Lawrence Hansen,[],[]
Elliott Murray,[],[]
Fionnuala Murphy,[],[]
Night's Watch man (Book of the Stranger),[],"[""Night's Watch""]"
Retaking of the Iron Islands,[],[]
File:Rhaegal.jpg,[],[]
Order of Maesters,[],[]
Andy Wareham,[],[]
Simon Stewart,[],[]
Image:Eddard and the book.jpg,[],[]
Vaull,[],"['Order of Maesters', ""Night's Watch""]"
File:Daenerys in wedding dress.png,[],[]
Orell,[],['Mance Rayder']
File:Thrones S06E08.jpg,[],[]
File:505 Bolton map 2.jpg,[],[]
Aemon,['House Targaryen'],"['Order of Maesters', ""Night's Watch""]"
Pete Ford,[],[]
Moro's bloodrider 1,[],['Moro']
ru:Пламя и кровь,[],[]
Vincent Keane,[],[]
Inn at the Crossroads,[],[]
Gemma Whelan,[],[]
Category:Episodes directed by Miguel Sapochnik,[],[]
Storrold's Point,[],[]
zh:S05E09,[],[]
Balian,[],"[""Night's Watch""]"
Antonia Christophers,[],[]
fr:Les Pluies de Castamere (chanson),[],[]
High Septon,[],[]
Jim Broadbent,[],[]
Street tough 2,[],[]
Westeros,[],[]
Aidan Crowe,[],[]
Jack,[],['House Stark']
Jamie Campbell Bower,[],[]
Meryn Trant#In the books,[],[]
Exile,[],[]
File:BaelorSeptInside.jpg,[],[]
Jerome Flynn,[],[]
Fennesz,[],['Great Masters']
File:The Door 05.jpg,[],[]
File:Viserion vs rhaegal.png,[],[]
ja:シーズン4第9話「黒の城＜カースル・ブラック＞の死闘」,[],[]
Razdal mo Eraz,['House of Eraz'],['Wise Masters']
File:Theon Greyjoy.png,[],[]
Wikipedia:Bullfighting,[],[]
Art Parkinson,[],[]
Dave Fisher,[],[]
ru:Королевский тракт,[],[]
Emmon Cuy,['House Cuy'],"['Kingsguard', 'Renly Baratheon']"
Christopher Reilly,[],[]
"Cripples, Bastards, and Broken Things",[],[]
Matus Lajcak,[],[]
Derek Smith,[],[]
Tamzin Merchant,[],[]
Tamiko Brownlee,[],[]
Bryan Quinn,[],[]
Matija Petrovic,[],[]
Richard Wheeldon,[],[]
ru:Танец драконов,[],[]
siege of Moat Cailin,[],[]
Dim Dalba,[],"['Mance Rayder', 'Jon Snow']"
Anara,[],[]
File:The High Sparrow promo pic.jpg,[],[]
Kyle Simmons,[],[]
Ciaran Bermingham,[],[]
Kerry Ingram,[],[]
pt-br:Mhysa,[],[]
ro:Lupul și leul,[],[]
Moro's bloodrider 2,[],['Moro']
Jed Murray,[],[]
ro:Viclenie,[],[]
Steve Wilson,[],[]
Image:Viserys' crowning.jpg,[],[]
Ruth Jenkins,[],[]
Warlocks,[],[]
File:Sam and Gilly Eastwatch.jpg,[],[]
Valyrian peninsula,[],[]
Anthony Boyle,[],[]
Crag,[],[]
Gerold Hightower,['House Hightower'],"['House Targaryen', 'Kingsguard']"
Wendel Manderly,['House Manderly'],[]
Coup in Dorne,[],[]
Danielle Claire Jenner,[],[]
Wikipedia:Sack_of_Constantinople_(1204),[],[]
Laurence Spellman,[],[]
Brent Hinds,[],[]
Kim Chapman,[],[]
"de:Ungebeugt, Ungezähmt, Ungebrochen (Episode)",[],[]
Jessica Hooker,[],[]
zh:TV:第六季第五集,[],[]
poison,[],[]
Mother,[],[]
Siege of Meereen,[],[]
Ashford,[],[]
Joseph Paxton,[],[]
Lord of the Eyrie,[],[]
Incest,[],[]
Milkwater,[],[]
de:Garten der Knochen,[],[]
Maisie Williams,[],[]
It's Always Summer Under the Sea,[],[]
ro:Prințul din Winterfell,[],[]
Ros,[],"['Petyr Baelish', 'Varys']"
File:Robb_Stark_after_the_battle.jpg,[],[]
fr:Baisée par le feu,[],[]
Catspaw#In the books,[],[]
wikipedia:House of Anubis,[],[]
Image:Robert and Lancel.jpg,[],[]
Singing Lannister soldier,[],['House Lannister']
Matthew Scurfield,[],[]
Talila Helen Craig,[],[]
Image:Eddard injured.jpg,[],[]
"Image:Tyrion, Cat and Vardis at the Eyrie.jpg",[],[]
Lhara,[],[]
File:Ramsay-and-Myranda-402-HD.jpg,[],[]
David J. Peterson,[],[]
Frank Cannon,[],[]
fr:Féale (épée),[],[]
File:Lyanna_Mormont's_letter.png,[],[]
Category:Episodes directed by Mark Mylod,[],[]
es:Leyes de dioses y hombres,[],[]
Valyrian steel,[],[]
Redwyne Fleet,[],['House Redwyne']
sea battle off Fair Isle,[],[]
khaleesi,[],[]
Small Council,[],"['King of the Andals, the Rhoynar, and the First Men']"
Ghost,[],['Jon Snow']
riots in King's Landing,[],[]
it:La scalata,[],[]
Marc Redmond,[],[]
ru:Кровь моей крови,[],[]
File:Strategy S8 ep4.jpg,[],[]
Chloé Bruce,[],[]
File:804 Starbucks Coffee.jpg,[],[]
Quaithe,[],[]
Kristina Krepela,[],[]
zh:临冬城,[],[]
Oliver Devoti,[],[]
File:Boltons in Winterfell.jpg,[],[]
Ramón Jiménez,[],[]
Cressen,[],"['Order of Maesters', 'House Baratheon', 'House Baratheon of Dragonstone']"
Theon Greyjoy,['House Greyjoy'],"['House Stark', 'House Bolton', 'House Targaryen']"
de:Die Gesetze von Göttern und Menschen (Episode),[],[]
flowering,[],[]
Prince of Dorne,[],[]
Steward (Night's Watch),[],[]
Joyeuse Frey,"['House Erenford', 'House Frey']",[]
Adam Basil,[],[]
Susan Brown,[],[]
Yunkai'i whore,[],['Wise Masters']
Wikipedia:Al-Jahiz,[],[]
Rodrik Greyjoy,['House Greyjoy'],[]
File:Rhaegar and Lyanna 707.jpg,[],[]
Daniel Portman,[],[]
Michelle O'Flaherty,[],[]
Pentoshi servant,[],['Illyrio Mopatis']
pl:Wygrywasz albo giniesz,[],[]
farmer,[],['House Tully']
de:Die Gnade der Mutter (Episode),[],[]
ro:Sânge din sângele meu,[],[]
pt-br:O Dragão e o Lobo,[],[]
fr:Un homme sans honneur,[],[]
Colin Carnegie,[],[]
Lhazar,[],[]
301 AC,[],[]
File:Shae and Tyrion Scar 2x10.png,[],[]
Hasit Savani,[],[]
grumkins and snarks,[],[]
ru:Книга Неведомого,[],[]
Steve Cash,[],[]
